id,text,sentiment
yelp_212208,"Morton's The Steakhouse was one of my favorite restaurants. I have spent about $2500 at Morton's in six months. The first two visits were perfect. Unfortunately our last visit was a serious disappointment. The food was good, but the service was poor. Our table was too small for seven people and was right outside of the kitchen, but the real bad-apple was the server. She was inattentive, slow and error-prone. She didn't even bring out the dessert cart, and it was my Mom's 93rd birthday. I filled out the survey and scored it appropriately. The manager later called and seemed a little lackadaisical. I told him the story; he promised to send a gift card.\n\nI just received a gift card for $25. That's right... $25, after spending $2500!\n\nThe gift card came from Sr. Vice President of Operations, Tim Whitlock. I really can't think of a better slap-in-the-face than a $25 gift card, after spending $2500.",negative
yelp_222169,"Anyone who is losing their hearing but refuses to use a hearing aid will assume everyone else is deaf and speak at about 200 decibels. And, of course, 300 decibels is required when talking on a cell phone which is perfectly acceptable in public. Coco's, I would like you to meet my stepfather. He will be dining with you whenever I'm involved. Feel free to provide consistently crappy service. Judging by my last two visits, that shouldn't be a problem.\n\nI would say the food at this location is generally decent. And I would say the servers are generally friendly and pleasant. Unfortunately, it will take repeated attempts to get your order right.\n\nI asked a server once if he thought he should write our order down. He jokingly said no, then came back 5 minutes later to say he forgot what someone at our table ordered. He did a nice sales pitch on the sweet potato fries, then brought regular fries anyway. But, he was so personable I didn't hold it against him. On my visit last week, four tries to get the breakfast order right. Supposedly caused by a manager insisting on helping the wait staff by bringing out orders. Seems more like an attempt to turn tables quicker. I guess it backfired.\n\nEnd result...not a bad place if you're willing to wait or eat what they bring you, rather than what you ordered.",negative
yelp_190502,"Hey, I shop here all the time, & it's time for someone to give this excellent store 4 Stars! Here's why:\n\n* Amazing sale prices! SIX POUNDS of oranges for 96 cents! Big Pablano chiles at a per-pound price that worked out to TWO CENTS (not 50 cents!) each! Big bunches of celery, TWO for 98 cents! Lots of other really super buys every week, too!\n\n* An excellent, inexpensive restaurant inside! (Review forthcoming).\n\n* LOW, LOW everyday meat prices! Some cuts at HALF the price for the same thing elsewhere!\n\n* Delicious Marinades for your chicken or beef FREE for the asking at the full service meat counter! \n\n* Fast & friendly customer service!\n\n* Interesting Mexican style events held here often! Today for instance, a guy out in the parking lot had a machine with a big wire drum & four big blow torches blasting flame into it, \""""air broiling\"""" hundreds (thousands?) of Pablano chiles, & oh what a great smell! (See photo).\n\n* A real screwball mix of customers - great people watching while you enjoy your tasty lunch here.\n\nIt's a big \""""YAY!\"""" for this big,busy, noisy, fun supermarket! :-))",positive
yelp_277048,"Been ordering delivery from Marathons all my life. If they had a VIP badge, my family would have one. Love the food, quick delivery and great price. I order twice a week and only guilt stops me from ordering more. \n\nHighly recommended.",positive
yelp_192907,You had better bring some money because what they dont tell you after you pay the 30-50 cover charge for a couple also there is a 50 dollar per person chair charge that they use to get you to spend on drinks and food. So basically just to get in the door its 130-150 per couple to be at a pool that is really not that great...,negative
yelp_470906,"Okay, I'm going to be totally honest - the name initially drew me to this newest addition to the Oakland sushi scene. Yeah, it's the seventh grader in me perhaps. But c'mon - the place IS named Fuku. Admit it. You just smiled. \n\nYou know what else will make you smile? The sushi options here! Based on the Chipotle/Noodles & Co. approach of \""""choose your own adventure food,\"""" Sushi Fuku allows you to build your own rolls with options such as white or brown rice, a variety of fish (including eel - yea!) and non-fish proteins, interesting veggie choices (such as the Korean treat kimchi), and tantalizing toppings like wasabi mayo. \n\nI withheld one star only because this place gets PACKED weekdays at lunch, so you'll end up standing in line for quite a long time and probably won't find a place to sit. I also wish they had more adventurous options for the specialty rolls. Several of them aren't even made with fish. However, this is likely due to the typical Pittsburgher's less than daring palate. (Frankly, I'm surprised none of the specialty rolls are topped with fries. This is something they might want to consider for the Pittsburgh area.)\n\nOverall, this place is worth a lunchtime visit. Just try to avoid going right at noon, unless you love long lines and eating while you stand.",positive
yelp_466925,"RUDE....RUDE...RUDE service from driver...not that a tow truck driver needs to be nice, but they do need to be professional and empathetic considering people are frustrated over their vehicle. I ONLY used them because my roadside assistance is covered through them but i will request in the future not to use them.",negative
yelp_518826,"This place is fantastic! There are a variety of shops and restaurants, all of which are local businesses. The architecture in the park is lovely, and there is a ton of outdoor seating, which will be great when the weather gets a little warmer (it's December now).",positive
yelp_363983,"First off, I don't expect a great meal in an airport. That being said this may have been the worst meal I have had in a long, long time. All I ordered was soup and a caeser salad. The soup was nasty. Some sort of tomato based tortilla soup that tasted like canned tomatoes. The caesar salad had Italian dressing!!! What a bunch of crap",negative
yelp_93194,I loved this veggie place. I was in Scottsdale for my college graduation and looked for a great veggie place. I totally recommend this place!,positive
yelp_69080,"I salute the employees of this location for putting up with rowdy UNCC undergrads (I should know, I was one).\n\nUnforgivable: Leaving the PATTY off the hamburger. Imagine eagerly unwrapping your burger at home, only to find a bun, lettuce, tomato, and ketchup. Tragic. Forgetting a condiment or a special request, okay, but the patty? THE PATTY?! It's been 7 years since this happened and I'm still not over it.",negative
yelp_337074,"I love 5 guys burgers.....or at least i used to. I visited the power rd. location.\nThey have raised their prices to epic heights and i have eaten there for the last time..\n2 cheeseburgers, 2 fries, 2 drinks.... 30.00 insane!!\nI have even heard national radio shows talk about how nutz their prices are.\nSorry guys...the dollars dont make sense anymore and your prices are higher than a sit down restaurant. We eat at Freddies steakburgers for 14.50..... 1/2 the price!!!\nVenezias pizza : 13.95 for 4 huge slices/ toppings and 2 endless drinks.\nWHERE's the value in 5 guys with their fresh only ingredients, simple store and peanuts?? I see nothing but record profits!",negative
yelp_159545,"Not sure if it was the time of day that we went, but nothing was fresh. I thought the pizza would save it, buy even that sucked. I will never go back and regret not going to the Rio.",negative
yelp_125307,This is the best JJs in Champaign. Does Jimmy read these? If so I'd appreciate if you opened a JJs in my new location in Laguna Beach so I can enjoy my beach club on wheat again.,positive
yelp_194079,"Encanto is a sad excuse for a flagship park of the magnificent city we live in. \n\nThe water here is disgusting, the rides here are outrageously overpriced, the grass is not maintained, and trash dominates the grounds. The surrounding neighborhood may be beautiful, but the community disregard for this park is reflected in it's poor condition and neglect. \n\nEncanto Park, you may have been great, once. But now you're just a scar on the face of our parks system.",negative
yelp_383255,"3 pages of lunch specials...all under $8...that menu is available until 5p every day then again 9p on....clay pots etc....huge selection! Free hot tea and wonton soup comes with lunch specials...even available on Sat. Late night way busier than any other time.\nWent with the salt and pepper pork chops highly recommended, friend went with veggies and mushrooms in an oyster sauce and then the Sacha beef and vermicelli hot pot... Guess we were hungry . Salt and Pepper pork chops are perfect... With some flash fried garlic, green onion and jalape\u00f1os...will have those again and again. Super friendly staff....",positive
yelp_38883,"2nd visit here and 2nd time receiving horrible service. Our cups of green tea were empty our entire meal, service is slow, and mediocre quality. Much better places in the valley. I will not be coming back for a third try.I love to support local businesses but this one needs some improvement.",negative
yelp_220417,"Under new management, BEWARE!\n\nI used to come in regularly to get my eyebrows waxed and loved the job they did. After it had been a month with no waxing I went in today to get my eyebrows waxed for my job interview tomorrow and the first thing I noticed was that it was under new management... Well, that could be bad, or that could be good.\n\nI walk in and there is only one person working, so I waited. Another woman came in (from lunch, I suppose) and took me to the back. Well, the wax wasn't plugged in, so it was cold. Another 15 mins of waiting. The first woman that was working left to go pick up her kid and the blonde white girl took me back again. \n\nNow the wax was too hot and burned when she applied it.\n\nI smelled alcohol, so I knew she had been drinking while she was out. She pushed too hard and pulled the paper off in the wrong direction. I seriously doubt she knew what she was doing.\n\nWhen she was finished with this butcher job, she didn't offer me a mirror and sent me out the door. When I got in the car, I looked at my eyebrows and walked right back in. They were not thin nor did they have any shape, not to mention there were TONS of stragglers. So, I showed her a picture of how they are supposed to look and she pulled too much off the top of my eyebrows and not enough from the bottom. Still with the scalding hot wax and extreme \""""i'm gonna pop your eyeball\"""" pressing to get a good grip. I walked out with the worst looking eyebrows ever and had resigned to just fixing them myself when I got home.\n\nDo NOT let the blonde, drunk, white girl wax your eyebrows!!!",negative
yelp_264515,"I work nearby and head over there for lunch several times a week. They have a grab 'n go area, as well as soups, cold sandwiches, etc.\n\nThe beer selection (my favorite thing) is amazing. The entire right side of the back wall is a cold case with hundreds of craft beers (and some crap beers like Coors lt, etc). I salivate everytime I go in, looking at all the stuff I want to try)\n\nOverall, its great!",positive
yelp_271399,"I might be being generous, but the crepes hit the spot after walking all over old Montreal. Crepe, salad and cold local beer. Outside sitting, people watching on St. Denis. Stayed for a pastry and coffee. All were very good.",positive
yelp_128307,used to be a great place - however went back this last weekend and my steak was barely edible...the drinks and other items were OK...but this place like the rest of the property has gone significantly downhill,negative
yelp_326797,"We love the setting of this place - it feels like we're in France! It's cozy and beautifully decorated. The food is very delicious and fresh, and they definitely try to make every item unique to them. We took a family friend here who reviews restaurants, and she called this place \""""very memorable.\"""" I say that's about right!",positive
yelp_14399,This place gets slammed at lunch and I don't think the restaurant does that well of managing the rush. I have been here a few times and you typically need to wait longer than usual for your food. The food quality is good and the service is ok if you can catch one of them. The prices are surprisingly low... overall the place is just ok.,positive
yelp_160951,"So. We're at Paris. Which is supposedly supposed to be all French-ish.\n\nMy husband ordered the french toast. I mean really....french toast at a French cafe? Can't go wrong? Oh yes you can. It SUCKED. My french toast that I make with crappy wheat bread beat this by miles. \n\nAnd my eggs and bacon? Meh. I asked for over-medium, and there was raw egg white in there. Bacon was floppy, which grosses me out.\n\nThe only plus is that this was the only negative food experience on our whole trip in Vegas!",negative
yelp_335656,"I did not feel like cooking on Sunday, I tried to call a different Chinese restaurant but they were not open. I remembered years ago ordering from here. \nthe delivery was fast, the food was very good. \nI had the Sesame Beef and it was delicious and the Beef Chow Mein was also very good. They gave me two free egg rolls. \nI probably will order from here again,",positive
yelp_108413,"For lack of a better word, all I have to say about this place is \""""yucky.\""""\n\nParking is horrendous. Spaces are tight and the parking structure is filthy. Upon entering the hotel, you get the familiar stench of cigarette smoke. No ventilation like the newer hotels. While walking through the casino, some spots are super cold and some are warm. I remember staying here when we would go on family vacations, but I would definitely stay away from here now. \n\nLet's get to the arcade area since that's where we spent the majority of our time. Let's just say that I've never been more grossed out in a while. SO. MANY. PEOPLE.\nGross!!! I didn't want to touch anything. Lots of spoiled little brats running around unsupervised. And why are kids these days so fat??? Oh I know, cuz their parents are fat too and don't care about being healthy. I get that kids want to have fun too, but this place is disgusting.",negative
yelp_183513,"Wow! Great sandwiches! Tom Colicchio really knows his stuff! My family came here for a quick lunch and we were not disappointed! My husband and I shared the chicken pesto panini and the fried egg sandwich. The hickey pesto was delicious and the fried egg was even better. My only complaint is that the egg was fried hard, I like a little runniness. My grandma ordered the chicken salad sandwich with was just a party in your mouth! Layer after layer of flavor! Though I didnt try my grandpas meatloaf sandwich, he said that it was the best he'd had!! The service was fantastic! Given we had a complicated order and seven people, the service was above and beyond! I would highly recommend!",positive
yelp_395133,"I WARN YOU...NEVER GO THERE. I figured Id get a clean up on my eyebrows before my wedding. I went in there and told the lady not to change my thickness or shape, just to clean up the loose hairs. I went in with Kim Kardashian eyebrows and came out with LITTLE SLIVERS of eyebrows like rosie parez!!!!! she didnt even get the few stray hairs I mentioned, and waxed off half my eyebrow on one side! I didnt notice when I was in there because she used a eyebrow pencil to cover up her mistake, BUT she got crazy with the scissors and my eyebrows look like stubble in some areas. STAY AWAY STAY AWAY STAY AWAY. This woman butchered my eyebrows! I dont know if she even has a beauty licence because NO ONE would mess up their reputation by doing this to me! STAY AWAY!",negative
yelp_182379,"Very good and reasonably priced! I love that Greek salad is an option instead of fries for the same price. I went with my parents for a late lunch and we all enjoyed our meals. I ordered the chicken pita and it was huge. \n\nI ordered a falafel, which was good, but I really love the yogurt cucumber sauce. \n\nIf I ever visit my parents in Arizona again, I will definitely ask to go back!",positive
yelp_418907,This place has a great vibe and fun atmosphere. The bartender Kyle was great and didn't look flustered once... but it was under staffed for the volume for happy hour. The owner - an older gentleman who wandered around the bar like a lost puppy never assisted the staff with anything. He stopped and talked to a few pretty girls while he ignored my credit card that was desperately sticking out of the check presenter for over a half an hour. I will come back- just not when it's busy.,positive
yelp_445059,Great food. Service could be better. Terrible managment. Hostess let friends and other go ahead in line when packed. Managment does not strive for good customer service. Had a manager who really didnt seem to care that we had been waiting and got terrible customer service. She sided with employees and made us feel like we were doing something wrong. Terrible...,negative
yelp_400076,"My friend and I decided to try this place out for a foot massage, when we got there it was nice dark and quiet so not too bad, but the girl starts asking about what service we want and this is where the disappointment begins... she offers other services full body massage etc.. We first said we only want foot, she makes a face like \""""really?\"""" And says \""""full body better\"""" so were like fine well do that.. The massage was good started from face to toes. Once we were finally done we went to pay and I always use credit so she says \""""cash better\"""" and says she has to charge $2 if I pay for me and my friend which didn't make any sense cus it's one transaction then I said add $10 more, and she looked at me like I was crazy, he other girl came over and said \""""maybe $10 each\"""" and points to a sign that basically says what u should tip!...ie: \""""unhappy:$10 less happy: $15 happy: 20 more happy:$30! ....really?! Some people might want to tip that and that's fine but to make someone feel like crap and basically bully them into tipping what they want is not ok with me. So I will not be back",negative
yelp_88983,"Don't judge me by this, but if you don't like Trader Joe's, I just don't think we can be friends. \n\nThey roll all of the good things about any supermarket I've ever been to into one, tastefully presented package. Cheap, good food and produce, and they have samples here. I love samples. When I was a kid I could spend hours at Costco listening to presenters talk about how to get stains out with their respective magical solutions, or how a blender could make tasty fruit drinks from your fresh fruit. Trader Joe's does one better. Coffee, fresh bread, and things I can consume on the spot are always there. \n\nAnd don't even get me started on Chuck Shaw. I know it isn't great, but for two dollars, it doesn't have to be. I think we all owe TJ's a thank you for introducing the world to Mr. Shaw.",positive
yelp_152826,"Garduno's is home to one of the best Sunday brunch values in Las Vegas, and one of my favorite dishes in this city.\n\nFirst the brunch. Every Sunday they serve an all-you-can-eat margarita brunch buffet for about $18. The margaritas are about what you'd expect, given the \""""bottomless\"""" part - cheap and sugary - which is not to say they skimp on the tequila. You can get brunch-crocked very easily here.\n\nThe brunch includes made-to-order fajitas and a small assortment of dishes like enchiladas, ribs, chilaquiles, tamales, and more - it's not a full cross-section of the menu but it's more than enough to satisfy. The dessert selection is surprisingly robust too. Be sure to grab some flan.\n\nNow, on to the dish that's an obsession of mine: the chile rojo. Rich, spicy red Hatch chile and melted cheese smother a huge bowl of flank steak. Add in diced tomatoes, red onions, cilantro and tortilla strips, scoop it all up in soft, warm, fresh flour tortillas and go to town. This is usually good for two meals for me.\n\nThe chips and dips served here are quality too. The bean dip is phenomenal (ProTip: you won't want to eat refried beans after this) and the avocado, jalapeno, arbol, mango and mesa salsas are all worth a taste. At the end of the meal, ask your server for a basket of sopapillas, tear off an end, squeeze some honey inside and drift into heaven.\n\nSome of the more traditional dishes that I've eaten here have been unremarkable - the tacos, chiles rellenos and fajitas are all just OK.\n\nGarduno's isn't a restaurant that gets everything right, but it is one that does a few things very, very well.",positive
yelp_435580,"What the heezy happened in this joint? I walked into Le Thai pumped for Penang last night but I walked out of Le Thai-me Is Money shaking my head.\n\nAfter slinging back some cocktails at the Mob Bar with a few home fries, we trekked over to Le Thai for a pad thai party. We were sat right away on the covered patio outside, at which we proceeded to wait. And wait. And wait. What's a girl gotta do to get some agua around here when she's dehydrated from the drinking? Wait, I guess. Our server later came around to take drink orders, and while the same people who complained about the cold opted for ICED Thai tea, I asked for a glass of hot water. The teas came by, but lo and behold, no water - is this because we're having conservation issues? No matter - I waved down a busser who came by right away with the missing goods.\n\nOur roster consisted of Thai style wings, Thai beef noodle soup, Penang curry with brown rice, tom yum soup, and short rib fried rice. The food was actually really good, which was enhanced by the cold weather and my declining buzz. Plus, the soup was so perfect in the cold, until we realized that was it - we were sitting IN THE COLD, and only 1 of the 3 heat lamps were on. We asked a staff member if we could turn on the extra heat lamps, and we were shut down, being told that heat lamps actually weren't even really allowed, given the cover on the patio and all. As we watched the last of the heat lamps die out though, he refilled the lamp as if to do us a favor. \n\nThe curry came out with white rice which was frustrating if it hadn't been for another employee who pitched in yet again, but it wasn't anything compared to the irritation we harbored when we went to pay the check and were told they could only make four transactions total after we had calculated the payment for six people. One of us opted to pay with cash, and the change was rounded up because they did not carry change - I'm not sure if this was just the server, or the restaurant as a whole, but either way, it doesn't seem to make much business CENTS. \n\nI've never had much of an issue with the food here, but the service is just such a hit or miss ALL THE TIME, with it being more of a miss lately. I feel like I'm throwing the place under the bus, but I suppose this is the same disappointment my parents felt when I told them I wasn't going to be pre-med, and they've managed to move on.",negative
yelp_419653,"The only great thing about this place is the patio. The service is totally hit or miss. The bartender was more interested in talking to his buddies than asking us if we wanted a drink, it took him over 5 minutes with no one else there to acknowledge us. The stuffed mushrooms were very bland and I had to send them back bcuz they were luke warm. They came back nuked and soggy.",negative
yelp_308122,"Went for breakfast to try for the first time. Ordered the baked French toast. Eggs were over cooked, bacon was cold and French toast was more like a bread pudding.",negative
yelp_477734,"I've watched Food Networks \""""Great Food Truck Race\"""" and thought this would be a fun event to go to. Yeah, I wasn't impressed. I guess I'm not much of a food truck guy cause all the food, while good in concept and on paper, tasted pretty bad. Food prices were pretty high for the small portions and majority of them tasted as if their oil was not hot enough or they just plain forgot to season the food. All in all, I spent close to $70 and at the end of the day, went across the street to In-N-Out. Very disappointing.",negative
yelp_240226,"Brilliant place to try new wines! The owners are very knowledgeable and patient when it comes to selecting the perfect wine for you and explaining different tastes to you! 5/5, I wish Phoenix would have more great tasting rooms like this one!",positive
yelp_149345,"I've only seen a total of 3 Cirque shows, but out of them 3, this is the best one. \n\nWhen I go to see the circus, this is what I'm expecting to see - magnificent acrobatics, impossibly high jumps and catapults, incredible music and just a huge production. What really attracted me to this show was the fact that it wasn't heavy on the storyline, which is what the other Cirque shows seem to run on. Really not my thing.\n\nBesides the fella crackin the whip, the crazy water scenes and the amazing music, I really loved the comic relief that the 2 goofball clowns provided. Highly amusing, those 2. Another thing that had me biting my nails was the girl who was walkin up/balancing up the string of a rope she was walking on. The entire audience had a huge *GASP* moment when she kinda flinched and almost looked like she was going to fall. But she didn't! It was really amazing. \n\nAnother thing I love about Vegas Cirque shows: the pre show. I love the fact that they have audience interaction segment. Makes paying almost $200 worth it. \n\nThere was also a \""""splash zone\"""" by the very front. Amusing, but I don't recall the people sitting in that area getting really wet. They might have been sprinkled, but not really a huge splash.\n\nWould I go again? As much as I want to, I won't. I want to be able to see all the shows in Vegas so this one is off my list. I thoroughly enjoyed it though and I highly recommend it for anyone who wants to see a Cirque show. Five out of five.",positive
yelp_282134,"The best thing about Ginbu 401 is they deliver...literally. I've both eaten in the restaurant and ordered delivery from them. Both have been consistent sushi. Nothing to rave about, but still good if you are wanting some sushi. The menu has more basic rolls, but a smaller menu with fewer rolls is a good thing.",positive
yelp_57401,"How can I possibly give an establishment one star if I have never eaten there, or even been inside? I will tell you! \n\nWe spotted this restaurant while driving around and tried to make a mental note of where it was located because we frequent Harvest Cafe and wanted a back-up if it was good. Unfortunately we never found this place again until last week. Eureka! We decided to go and check it out as soon as possible so I called them and the lady who answered the phone said they were open until 3 p.m. 3 p.m.? Who can make a living only being open from 7 a.m. to 3 p.m. Isn't this Vegas? You know 24/7 or at least 8 p.m.\n\nWhen we arrived there was one car in the parking lot just leaving...ut oh...the place is empty! All the signs in the windows say they close at 2 p.m! 2 p.m.? You've got to be kidding! We missed it by 5 minutes? And, who spells \""""country cafe\"""" with K's? You cannot possibly find this place with any app or yellow page looking for \""""cafes\"""" - I know as I searched for weeks!\n\nSo make a note it's open from 7-2. Guess it's good for breakfast and lunch, but not for dinner. I sure wish they were, because if they are good we certainly could use another cafe around here.",negative
yelp_26544,"I have been to Hong Kong many times but this is my first review. I must say every time I go, my belief that this is the best buffet in the Phoenix area is reaffirmed. Hong Kong is very consistent with their food quality and the service is always been excellent. I do agree with other Yelpers that you can find other buffets that are cheaper but you get what you pay for. My favorite feature is the sushi station. My wife is not a sushi fan so when we go to Hong Kong, I hit this station several times. The only problem is if I fill up on the various rolls and sushi pieces, I don't have room for all of the other wonderful items Hong Kong prepares. The only station I can't comment on is the Mongolian BBQ station. Again, it comes down to a lack of room more than a lack of will to try it. Oh well, maybe with my next visit I will make an effort to try it. \n\nIf you are looking for a great Chinese / Mongolian / Sushi buffet, this place should be number one on your list.",positive
yelp_390456,"Stopped in for a quick lunch but it ended up taking about a half an hour to get a hot dog & fries. The dog was good, the fries just OK. The place was small, but clean, the menu is just burgers, dogs, a couple Mexican dishes and a bunch of different iced teas. The service was gruff, maybe even rude. I might stop by and try again, if I have time to kill but probably wouldn't recommend them.",negative
yelp_387851,"Five stars for fares, one star for customer service. Also, if you buy your ticket at the counter instead of online you back to save more money by avoiding taxes and other fees. if you look at the rules online you'll know exactly what to bring and what not to bring in order to avoid fees or minimize them. this airline is also known for constant delays and extremely bad customer service, so just be ready for that expectation. this airline is ideal for me since its leaves out of mesa arizona how much smaller airport compared to sky harbor. a round trip ticket cost me 40 dollars. if you can travel with the backpack that's the way to go they do not charge fees for that. speak of the devil I was just informed that the flight is gonna be delayed by 1 hour and 40 minutes and this is what you have to put up with. they lack reliability and customer service for that this company get 2 stars and that is really pushing it. well at least they gave me this extra time to write this wonderful review while I sit here waiting for my flight! what can I say get what you pay 4! only use this airline for casual line if you have to be somewhere at a certain time you better pay some extra money and take a major airline that has a much better track record for on time and departure flights.",negative
yelp_368338,"We don't really write reviews- maybe 3 in 10 years, but these guys are AMAZING! Prompt, EXPERT @ diagnosing on the phone and TOTALLY reasonable! We were hysterical (ok I was-- hubby stayed sane)- this morning with water coming out of our ceiling kitchen light fixtures!! These guys (the dad, Howard) assessed it over the PHONE! He sent his son Sean right over -- & he and a partner had it FIXED in under an hour. We are in shock. Price was way less than we though it would be with labor and parts. You could see they were working fast - which kept our expenses down. We can't recommend this company more highly.. or we would do so. You just can't go wrong here...",positive
yelp_305517,"Finally made it here, and I must say DAYUM...so good! Roasted pork dish was awesome. I will be here more often",positive
yelp_405057,"I've had good coal fired pizza. Actually, I've had GREAT coal fired pizza. Unfortunately, I didn't have either at Pi. In fact, what I had there bears no resemblance to good coal fired pizza. I am not a fan and won't be going back.\n\nThe coal fired oven is intended to cook at very high heat - 800 degrees. It imparts a distinct flavor to the thin crust and gives it a nice toasty crunch while making the cheese bubble with delight. The three minutes in the oven is enough to really crank out the flavors and satisfy those of us who are impatient eaters and want our food NOW!\n\nWe sat at the table closest to the oven and I could see the pizzas going in and coming out. But I couldn't feel the oven heat. Compare that to my other experiences when I sat as far as 7 tables back from the oven and could feel the radiant heat on a cold, cold day. Now that, my friends, is 800 degrees! I felt sorry for the cook! But at Pi, no heat. I swear, they must have that oven adjusted down to something akin to a summer day in Miami. The result is that the pizza was not at all hot when it was served (I watched them take it out, cut it, and bring it right over so it wasn't because it sat anywhere and cooled off). So the cheese didn't talk to me, the toppings were lukewarm, the crust was soggy and limp, and it didn't have that kick butt flavor that you're looking for in a coal fired pie. I'll give them credit for a good, imaginative selection of pizzas with interesting toppings. Unfortunately, if you're not going to cook it properly, it's just not gonna get me excited. Especially at those prices. My advice to Pi? Turn up the heat! Cook it right!\n\nOn a positive note, they did have Fat Heads Head Hunter IPA on tap. So that salvages what otherwise would have been a one star rating for me.",negative
yelp_285904,"Blaah.\nAte here in a party of five because we were staying at the hotel and it was convenient. By Las Vegas standards, $22 for a buffet is not expensive but by my standards I do expect some good food at that price. The LVH Buffet failed to deliver.\nBasically, nothing was terrible but nothing was like \""""Wow, I gotta get me some more of that!\"""" Everyone else in my party felt the same. I had the salmon (dry and tough), chicken Marsala (flavorless). The turkey was ok, as was the beef and the sausage. I could find no fault with the shrimp cocktail. The salad bar was uninspiring and blah - at least have some pepperoni. \nThere was unlimited beer and wine -- cheap beer (Hamms) and wine. Good to get drunk on but alas I had to drive to the airport later that evening, otherwise I would have tried to drink my money's worth.\nThe best part of the meal was the soft-serve chocolate ice cream.\nWe went on a Sunday night and some of the things mentioned in other reviews were not there, namely Mexican food and sushi. I like both. My dining experience definitely suffered in their absence.\nService was good.\nIn the end I regretted being lazy and settling for the convenience of this buffet. I would have rather have put the $120 I spent towards a better quality buffet at another hotel or gone to a restaurant off the strip and had a cheaper and better meal.",negative
yelp_123776,DO NOT GO HERE. The employees here are disgusting and know nothing from how to make the menu items to customer service and even hygiene! Apparently there's never a manager or person in charge available either.,negative
yelp_368829,"Bland food, bad service, prepare to wait for an hour for your main course.",negative
yelp_225645,"1 star is to much for this place!! \n\nWe ate on a Wednesday night and the place was empty. The staff were more concerned with watching TV than serving. We were a table of 3 and the food came out quickly and cold. The fish was bland, the pasta greasy and the chicken dry. Our waitress attempted to upsell us on the 2 for 1 drink special, which, when queried on our part was finally explained as we could buy a 2nd drink for the same price as the first (so it's not free!) and get it in a plastic kids to go cup ?!?\n\nAn automatic 18% gratuity was added to the bill for our party of 3. \n\nThe place is a disgrace - poor service, terrible food, bad attitudes, hidden costs etc etc. With all the other great choices in Vegas, give this place a wide berth on your way through the Miracle Mile and spend your money anywhere but here.",negative
yelp_47477,"I've eaten here a few times and have never been let down. The wait can be long for dinner especially on the weekends, so don't come ravenous or you will be tempted to run to the drive thru nearby.\nThe service we've had was always friendly and followed with a manager's check in.\nI usually shkoff down the filet with lobster and I must say for a local's spot, their filet is pretty good and the lobster is not an oversized shrimp but a decent sized lobster tail that rivals any nice steakhouse in my opinion.\nFor under $30, I sometimes wonder why we bother going to the strip for steak a la cart when you get all the fixings here at Outback with your meal. Plus you don't have to dress to impress here, atmosphere is casual and you come to eat.",positive
yelp_361210,This is a normal Starbuck's outlet. It does not have a drive through which makes it somewhat quaint. The pace is a bit laid back because you have to park and actually walk inside.\n\nI have always found the staff to be pleasant and efficient.,positive
yelp_353133,"I love hot wings, and these ones are amazing if you like them tiny and overcooked. I'm beside myself with how awful the service was. The server dropped my large beer on top of another large beer, and the two glasses shattered, and beer and glass exploded all over us. It was a huge mess, we all got a beer/glass shower, and my phone was completely submerged in a beer puddle. We had 11 people and kids, and had to clean up ourselves and the glass, which was everywhere. The staff didn't move us to a clean table or offer to put in our food order in a timely manner. When we finished and the server brought the check, he didn't offer anything (a discount, free dessert, etc.; I waited tables for years and it's nothing for a restaurant to give freebies and make customers happy so they'll come back again) to make sure we didn't leave unhappy. I spoke to the manager, who seemed to care more about showing off her tattoo sleeves than happy customers. Ugh. I'd give this place negative stars if I could, for the sub-quality food, awful service, the manager's inability to correct a bad situation (we aren't impossible customers), and having to pull shards of glass out of everything while we ate. I can't wait to never go back here!",negative
yelp_373884,"A beautiful location in Old Montreal overlooking the river and Habitat 67. Very good service. Tasty food. I can't put my finger on why, but I rate this at 4 stars, not 5. I'm glad I went but perhaps all the hype is over the top. Still, a great meal.",positive
yelp_139740,"I seriously cannot figure out what all the hoopla is with this place! We decided to check it out and while I did like all the neon around the tables and the set up of the place, our waitress was annoying walking around with a stick up her butt like she was waiting to get discovered or something. I had the taco omelet and hubby had the chorizo and eggs. Neither dish was anything to 'oohhhh and ahhhh' about by any means. This spot for sure won't be on our return list. Ever.",negative
yelp_58282,"You would think that when you own a business, one would be friendly or at least courteous to customers, especially since there are thousand places you can use for shipping. The owner of this place is do rude. I left without sending my package, who wants to deal with his attitude.",negative
yelp_379856,"I was not a big fan of Renegade Canteen.\n\nBacon wrap shrimp stuffed with cheese and jalapenos over grits was good but that is where the good flavors ended. The risotto in the short rib over 'creamy' risotto was more like short rib over wet soupy undercooked rice. The sauce on the flank stake hit only one note and the steak was a bit tough, even for the cut. Pork osso bucco was very bland. I grinded some salt from the grinder on the table into the dish and it elevated the dish about 2 starts. Simple things like seasoning could have gone a long way. I passed on dessert.",negative
yelp_476101,"Chicken n' waffles was delicious (chicken was moistn not salty, great crust - waffle was light and fluffy w/ homemade syrup) ! \nShout out to LaBrea our server you were GREAT!!! cya next time!!!\nI am glad there is a place to get some good soul food in the SW....",positive
